iter	RMSE
308	0.1474897649
309	0.1474068853
310	0.1473736743
311	0.1472681958
312	0.1471745333
313	0.1470948029
314	0.1470176952
315	0.1469514998
316	0.1469316379
317	0.1469132986
318	0.1468698693
319	0.1467692734
320	0.1467239479
321	0.1466742179
322	0.1465471928
323	0.1464875164
324	0.14640146
325	0.146332708
326	0.146307056
327	0.1462359507
328	0.1461363589
329	0.1460634425
330	0.1459759975
331	0.1459312921
332	0.145825575
333	0.1457948151
334	0.1457471106
335	0.1456509122
336	0.1456281185
337	0.145545945
338	0.1454898449
339	0.1454519406
340	0.1453489267
341	0.1453076287
342	0.1452497376
343	0.1451730046
344	0.1450604192
345	0.1450070884
346	0.1449121192
347	0.1448232615
348	0.144747392
349	0.144628232
350	0.1446086391
351	0.1445513891
352	0.1444591302
353	0.1444072271
354	0.1443705842
355	0.1442820654
356	0.1442645859
357	0.1442353343
358	0.144196465
359	0.1440977437
360	0.1440666672
361	0.143985796
362	0.1439454354
363	0.1439011536
364	0.143861179
365	0.14381321
366	0.1437286818
367	0.1436595452
368	0.1436379967
369	0.1436051358
370	0.1435571819
371	0.1435273597
372	0.1434404241
373	0.143396587
374	0.1433540082
375	0.1432774428
376	0.143217725
377	0.1431621791
378	0.1430450195
379	0.1429953285
380	0.1428943617
381	0.1428477593
382	0.1427536302
383	0.1427246825
384	0.1426334381
385	0.1425599058
386	0.1425057233
387	0.1424692982
388	0.1424189434
389	0.1423740169
390	0.1423570495
391	0.1423236214
392	0.1422842054
393	0.1422370721
394	0.1421654275
395	0.142117912
396	0.1420432465
397	0.1420042453
398	0.1419862978
399	0.1419561984
400	0.1419336962
401	0.141902512
402	0.1418239004
403	0.1417567834
404	0.1417302928
405	0.1416621052
406	0.1416305464
407	0.1415620487
408	0.1414664418
409	0.1413702627
410	0.141324147
411	0.1413113353
412	0.1412901412
413	0.1412023769
414	0.1411537699
415	0.1410703197
416	0.1410295171
417	0.140984966
418	0.140974117
419	0.1408795107
420	0.1408484153
421	0.1407493144
422	0.1406768903
423	0.1406507161
424	0.1406178125
425	0.1405240171
426	0.1404868166
427	0.1403803261
428	0.1403307125
429	0.1402716403
430	0.140193903
431	0.140126972
432	0.1400548834
433	0.1400358378
434	0.1400100206
435	0.1399383488
436	0.1399034804
437	0.1398171191
438	0.1397120739
439	0.1396581802
440	0.1396224234
441	0.1395459097
442	0.1394712073
443	0.1394115097
444	0.1393600279
445	0.1393466228
446	0.1393216165
447	0.1392974308
448	0.1392602324
449	0.1391719837
450	0.1391321961
451	0.1390746679
452	0.1389808624
453	0.1389483812
454	0.1389324939
455	0.1389061557
456	0.1388629799
457	0.1388440433
458	0.1388117753
459	0.1388021029
460	0.1387344225
461	0.1386900911
462	0.1386764398
463	0.1385641877
464	0.1385099905
465	0.1384979184
466	0.1384087141
467	0.1383876739
468	0.138370146
469	0.138336104
470	0.1382734479
471	0.1382487379
472	0.1382167484
473	0.1381823383
474	0.1381464654
475	0.1381357917
476	0.1380820944
477	0.1380335134
478	0.1380244534
479	0.1379631353
480	0.1378920057
481	0.1378718082
482	0.1378472104
483	0.1377421152
484	0.137671098
485	0.1376095509
486	0.1375482477
487	0.1374816103
488	0.1374716316
489	0.1373768323
490	0.1373631269
491	0.1373120479
492	0.137236195
493	0.137218795
494	0.1371773647
495	0.1371694468
496	0.1371564019
497	0.1371353486
498	0.1370914168
499	0.1370389946
500	0.1370147644
501	0.1369854017
502	0.1369685331
503	0.1369408636
504	0.1369340602
505	0.1368676709
506	0.1368434806
507	0.1367917705
508	0.1367693964
509	0.1367187102
510	0.1366960837
511	0.1366597577
512	0.1365903521
513	0.1365148611
514	0.1365023738
515	0.1364420415
516	0.1364041063
517	0.1363594689
518	0.1362956375
519	0.136277567
520	0.1362038947
521	0.1361785232
522	0.1361217657
523	0.1360623572
524	0.1360078908
525	0.1359857464
526	0.1359055211
527	0.1358619348
528	0.1358278589
529	0.1357442325
530	0.1357067309
531	0.1356384238
532	0.1355093388
533	0.1354670974
534	0.1354126094
535	0.1353491574
536	0.1352795546
537	0.135271149
538	0.1352044446
539	0.1351917895
540	0.135180487
541	0.1351240669
542	0.1350703705
543	0.1350501745
544	0.1349563183
545	0.1349134784
546	0.134900365
547	0.1348642569
548	0.1348247251
549	0.1348204219
550	0.1347637
551	0.1347479295
552	0.1347382597
553	0.1346301105
554	0.1345967355
555	0.1345404038
556	0.1344719165
557	0.1344002881
558	0.1343706144
559	0.1343203552
560	0.134314231
561	0.1342499114
562	0.1342377643
563	0.1341621226
564	0.134138301
565	0.1341035417
566	0.1340559904
567	0.1340006377
568	0.1339701695
569	0.1339515709
570	0.1338506225
571	0.1338252747
572	0.1337837168
573	0.1337710797
574	0.1337328632
575	0.1337208448
576	0.1336677277
577	0.133642752
578	0.1336350991
579	0.1335669393
580	0.1335329659
581	0.1335208905
582	0.133486006
583	0.1334740416
584	0.1334634717
585	0.1334135128
586	0.1333839431
587	0.1333619346
588	0.1332947261
589	0.1332588724
590	0.1332116734
591	0.1331785028
592	0.1331514828
593	0.1331437496
594	0.1330971081
595	0.1330788013
596	0.1330562592
597	0.1330436584
598	0.1329792728
599	0.1329142452
600	0.1328563395
601	0.1327961021
602	0.1327598683
603	0.1327341338
604	0.1327012043
605	0.1326163659
606	0.1325889467
607	0.1325379399
608	0.1325058471
609	0.1325010982
610	0.1324429316
611	0.1323410311
612	0.1323071689
613	0.1322560851
614	0.1322104607
615	0.1321748317
616	0.1321006043
617	0.1320551271
618	0.1320357124
619	0.1319851252
620	0.1319750155
621	0.1319695636
622	0.1319403872
623	0.1319360799
624	0.1318570663
625	0.1318026389
626	0.1317975625
627	0.1317865494
628	0.131726877
629	0.1317071675
630	0.1316717083
631	0.1316470838
632	0.1316285942
633	0.1315941201
634	0.1315636801
635	0.1315002201
636	0.1314809629
637	0.1314544297
638	0.1314327917
639	0.1314147297
640	0.1314037184
641	0.1313787823
642	0.1313685554
643	0.1313215841
644	0.1312979002
645	0.1312865038
646	0.1312284385
647	0.1311703827
648	0.1311225735
649	0.1310587185
650	0.13100126
651	0.1309492121
652	0.1308626194
653	0.1308227176
654	0.1307660256
655	0.1307249443
656	0.1306965732
657	0.1306532501
658	0.1305962912
659	0.1305777815
660	0.130561092
661	0.1305456453
662	0.1304709964
663	0.1304177926
664	0.130345149
665	0.1303397494
666	0.1303116528
667	0.1302580245
668	0.1302397963
669	0.1302085509
670	0.1301340572
671	0.1300879081
672	0.130027872
673	0.1300096067
674	0.1299574378
675	0.1299487442
676	0.1298779589
677	0.1298523183
678	0.1298127814
679	0.1297822252
680	0.1297602257
681	0.1297392819
682	0.129634137
683	0.1296233578
684	0.1295739529
685	0.1295139541
686	0.1294783676
687	0.1294313628
688	0.1294016296
689	0.1293596144
690	0.1293441271
691	0.1293098408
692	0.1292978215
693	0.1292607843
694	0.1291963068
695	0.1291426484
696	0.1291380715
697	0.1290845177
698	0.1290258095
699	0.1289883449
700	0.1289773062
701	0.1289490341
702	0.1288884388
703	0.1288626258
704	0.1288457016
705	0.1288366586
706	0.1288215097
707	0.128758077
708	0.1287284872
709	0.1286934309
710	0.1286628982
711	0.1286414359
712	0.1286149208
713	0.1285999464
714	0.1285411817
715	0.1285158733
716	0.1284974572
717	0.1284693643
718	0.128426647
719	0.1283725311
720	0.1283616785
721	0.1283014148
722	0.1282956483
723	0.1282865432
724	0.1282148073
725	0.1281704994
726	0.1281250754
727	0.1280965602
728	0.128062352
729	0.128025037
730	0.1279796862
731	0.1279253442
732	0.1278907341
733	0.1278399025
734	0.1278295465
735	0.1277843587
736	0.1277001926
737	0.1276576745
738	0.1276354897
739	0.1275859617
740	0.1275292314
741	0.1274813937
742	0.127433378
743	0.127409262
744	0.1273789627
745	0.1273653638
746	0.1273401782
747	0.1273203733
748	0.1272940534
749	0.1272456067
750	0.1272267834
751	0.1271782324
752	0.1271501012
753	0.1271319841
754	0.1271033167
755	0.1270638974
756	0.1270251383
757	0.1269600232
758	0.1269248992
759	0.1269009616
760	0.1268742765
761	0.126825731
762	0.1267626806
763	0.1267438001
764	0.1267159822
765	0.1266741151
766	0.1266383052
767	0.1266188189
768	0.1265948312
769	0.1265469867
770	0.126515259
771	0.1264922387
772	0.1264091762
773	0.1263614695
774	0.1263431845
775	0.1263052863
776	0.126290522
777	0.1262868673
778	0.1262372045
779	0.1262086804
780	0.1261824399
781	0.1261719907
782	0.1261490047
783	0.1261166982
784	0.1261109438
785	0.1260675194
786	0.1259962999
787	0.1259209509
788	0.1258755112
789	0.1258537483
790	0.1257593657
791	0.1257495077
792	0.1257107806
793	0.1256733968
794	0.1256263959
795	0.1255769212
796	0.1255534974
797	0.1255347213
798	0.1255116659
799	0.1254825022
800	0.125475096
801	0.1254565552
802	0.1254007399
803	0.1253860979
804	0.1253210295
805	0.1253095413
806	0.1252429031
807	0.1252045842
808	0.1251771798
809	0.1251547203
810	0.1251218977
811	0.1250999943
812	0.1250658349
813	0.1250560698
814	0.1250270356
815	0.1249919311
816	0.1249695624
817	0.1249462628
818	0.124928842
819	0.124883111
820	0.1248534211
821	0.1248107106
822	0.124798664
823	0.1247719561
824	0.1247580722
825	0.1246940054
826	0.1246873408
827	0.1246360996
828	0.1246207455
829	0.1246039888
830	0.1246009659
831	0.124598655
832	0.1245609779
833	0.1245507673
834	0.1245050001
835	0.1244348301
836	0.1244034098
837	0.1243321871
838	0.1242906166
839	0.1242556153
840	0.1242407867
841	0.1242075356
842	0.1241940442
843	0.1241815942
844	0.1241713464
845	0.1241008427
846	0.1240933677
847	0.1240720528
848	0.1240509995
849	0.1240452805
850	0.1240244008
851	0.1240105298
852	0.1239972577
853	0.1239837483
854	0.123942772
855	0.1239142153
856	0.123902335
857	0.1238858725
858	0.1238619735
859	0.1238351688
860	0.1237836168
861	0.1237384128
862	0.123729369
863	0.1236976901
864	0.1236768664
865	0.1236660394
866	0.1236309252
867	0.1235661749
868	0.1235436862
869	0.1235276361
870	0.1234944677
871	0.1234812036
872	0.123438677
873	0.1234314447
874	0.1233926432
875	0.1233721655
876	0.1233524076
877	0.1233050637
878	0.123231617
879	0.1232223966
880	0.123195475
881	0.123173297
882	0.1231506272
883	0.1231213005
884	0.1231057642
885	0.1230700116
886	0.1230296612
887	0.123010879
888	0.1229805235
889	0.1229667913
890	0.1229579919
891	0.1229267978
892	0.1228603773
893	0.1228486716
894	0.1227994344
895	0.1227576379
896	0.1227067198
897	0.1226861768
898	0.1226463589
899	0.1226098723
900	0.1225824762
901	0.1225380856
902	0.1224764818
903	0.1224688506
904	0.1224572741
905	0.1224362581
906	0.1223835639
907	0.1223368996
908	0.1222892249
909	0.1222675311
910	0.1222474939
911	0.1221877612
912	0.1221740655
913	0.1221655259
914	0.1221566584
915	0.1221311065
916	0.122100301
917	0.1220731517
918	0.1220350928
919	0.1220216323
920	0.1219903373
921	0.1219768279
922	0.1219332339
923	0.121890998
924	0.1218844373
925	0.1218391507
926	0.1217642195
927	0.1217462055
928	0.1216975209
929	0.1216857732
930	0.1216636557
931	0.1216050224
932	0.1215952651
933	0.1215880722
934	0.1215803641
935	0.1215733354
936	0.121549569
937	0.1215055702
938	0.1214908386
939	0.1214725703
940	0.1214642386
941	0.1214344215
942	0.1213753467
943	0.1213507802
944	0.1213281233
945	0.121324522
946	0.1212714181
947	0.1212591324
948	0.1212281696
949	0.1211953201
950	0.1211641029
951	0.1211223472
952	0.1210911662
953	0.1210787698
954	0.1210608376
955	0.1210060906
956	0.1209969012
957	0.1209345897
958	0.1208977951
959	0.1208681278
960	0.1208340866
961	0.1208213491
962	0.1207937794
963	0.1207861424
964	0.1207612662
965	0.1207519727
966	0.1207425572
967	0.1207054835
968	0.1206536174
969	0.1206222996
970	0.120590303
971	0.1205528798
972	0.1205496111
973	0.1205348276
974	0.1205315927
975	0.1204909906
976	0.1204810867
977	0.1204758944
978	0.1204733848
979	0.1204573403
980	0.1204519912
981	0.1204433966
982	0.120422881
983	0.1203629789
984	0.1203391959
985	0.1202931089
986	0.1202807025
987	0.1202493148
988	0.1202463807
989	0.1201650751
990	0.1201447902
991	0.120106116
992	0.1201006013
993	0.1200808968
994	0.1200647368
995	0.1200295228
996	0.1200132089
997	0.1200100386
998	0.1199955757
999	0.1199518663
1000	0.1199212497
1001	0.1199043793
1002	0.119883128
1003	0.1198748834
1004	0.1198280436
1005	0.1198227297
1006	0.1197858948
1007	0.119771155
1008	0.1197381043
1009	0.1196659093
1010	0.1196295128
1011	0.1196147433
1012	0.1195906575
1013	0.1195857625
1014	0.1195642746
1015	0.1195606945
1016	0.1195475501
1017	0.1195224514
1018	0.1194887289
1019	0.1194746839
1020	0.119440808
1021	0.11941717
1022	0.119406773
1023	0.1194050533
1024	0.1193802352
1025	0.1193764498
1026	0.119363683
1027	0.1193341115
1028	0.1193192623
1029	0.1192889315
1030	0.1192773653
1031	0.1192691305
1032	0.1192288972
1033	0.1191914686
1034	0.1191811718
1035	0.1191376527
1036	0.1191279034
1037	0.1191205384
1038	0.1190915907
1039	0.1190759208
1040	0.1190634652
1041	0.118992225
1042	0.1189301168
1043	0.1189195558
1044	0.1188685136
1045	0.1188051664
1046	0.1187702677
1047	0.1187626096
1048	0.1187392436
1049	0.1187220438
1050	0.1186992198
1051	0.1186745597
1052	0.1186641327
1053	0.1186499595
1054	0.1186049302
1055	0.1185787568
1056	0.1185686756
1057	0.1185586643
1058	0.118524756
1059	0.1184960173
1060	0.1184887824
1061	0.1184790788
1062	0.1184308119
1063	0.1184085534
1064	0.1184039972
1065	0.1183683451
1066	0.1183207485
1067	0.1183015975
1068	0.118277851
1069	0.1182685718
1070	0.1182471189
1071	0.1182308616
1072	0.1181963789
1073	0.1181429981
1074	0.1181116586
1075	0.1181073606
1076	0.1180717812
1077	0.1180646998
1078	0.1180241476
1079	0.1179778305
1080	0.1179705173
1081	0.1179577753
1082	0.1179333012
1083	0.1178981967
1084	0.1178679229
1085	0.117852712
1086	0.1178057618
1087	0.1177987871
1088	0.1177880361
1089	0.1177504002
1090	0.1177367949
1091	0.1177303009
1092	0.117706434
1093	0.1176719501
1094	0.1176517291
1095	0.1176287969
1096	0.1176081062
1097	0.117596237
1098	0.1175809572
1099	0.1175497568
1100	0.1175327294
1101	0.1175231471
1102	0.1175126335
1103	0.1174867455
1104	0.1174629328
1105	0.117413508
1106	0.1173877308
1107	0.1173727373
1108	0.1173474912
1109	0.1173197318
1110	0.1173073422
1111	0.1173057377
1112	0.1172986832
1113	0.1172832402
1114	0.117273144
1115	0.1172550928
1116	0.1172317006
1117	0.1172138886
1118	0.1171847156
1119	0.117123785
1120	0.1170879788
1121	0.117077394
1122	0.1170717523
1123	0.1170413554
1124	0.1169978056
1125	0.1169853543
1126	0.1169729753
1127	0.1169633607
1128	0.1169293595
1129	0.1168975146
1130	0.1168507774
1131	0.1168245201
1132	0.1168020448
1133	0.116789394
1134	0.1167557171
1135	0.1167470747
1136	0.1166962162
1137	0.1166874407
1138	0.1166791909
1139	0.1166158801
1140	0.1166004861
1141	0.1165846757
1142	0.1165818377
1143	0.1165613842
1144	0.1165182015
1145	0.1165117451
1146	0.1164793143
1147	0.1164349628
1148	0.1164202845
1149	0.1164091542
1150	0.1163640539
1151	0.1163211217
1152	0.1163184444
1153	0.1163105843
1154	0.116272102
1155	0.1162612363
1156	0.1162480938
1157	0.1161968972
1158	0.1161748823
1159	0.1161671445
1160	0.1161476121
1161	0.1161238907
1162	0.1161126046
1163	0.1160957384
1164	0.1160894585
1165	0.1160721682
1166	0.1160605216
1167	0.1160122811
1168	0.1159930151
1169	0.1159770429
1170	0.1159597241
1171	0.1159524843
1172	0.1159452216
1173	0.1159396238
1174	0.1159259682
1175	0.1159135588
1176	0.1158943706
1177	0.1158663835
1178	0.1158347919
1179	0.115826982
1180	0.1157844746
1181	0.1157656108
1182	0.1157320156
1183	0.1157029065
1184	0.1157006999
1185	0.1156809951
1186	0.115666255
1187	0.1156588948
1188	0.1156329785
1189	0.115611267
1190	0.1155782129
1191	0.1155569671
1192	0.1155515337
1193	0.1155243174
1194	0.1155124705
1195	0.1154619744
1196	0.115451032
1197	0.1154416394
1198	0.1154219085
1199	0.1153943281
1200	0.1153619716
1201	0.1153364451
1202	0.1153303809
1203	0.1152863799
1204	0.1152771811
1205	0.1152606994
1206	0.115257634
1207	0.1152456473
1208	0.1152385788
1209	0.1152094117
1210	0.115201146
1211	0.1151942004
1212	0.115185599
1213	0.1151836693
1214	0.1151627014
1215	0.115140335
1216	0.1151343753
1217	0.1151047602
1218	0.1150843121
1219	0.1150691068
1220	0.1150589082
1221	0.1150549845
1222	0.1150513859
1223	0.1150329642
1224	0.1149911621
1225	0.1149681517
1226	0.1149598081
1227	0.1149269694
1228	0.1149150899
1229	0.1148981855
1230	0.1148740931
1231	0.114849328
1232	0.1148274942
1233	0.1148079968
1234	0.1147856322
1235	0.114745004
1236	0.1147201053
1237	0.1146946432
1238	0.1146605181
1239	0.1146329365
1240	0.1146051195
1241	0.1145799988
1242	0.1145567202
1243	0.1145513986
1244	0.114544673
1245	0.1145229935
1246	0.1144831704
1247	0.1144624605
1248	0.1144433903
1249	0.114429967
1250	0.1144019966
1251	0.1143844924
1252	0.1143788501
1253	0.1143730254
1254	0.1143647286
1255	0.1143147395
1256	0.1142829674
1257	0.1142519597
1258	0.1142505163
1259	0.114241088
1260	0.1142359172
1261	0.1141898964
1262	0.1141493675
1263	0.114141257
1264	0.1141090842
1265	0.114095777
1266	0.1140738937
1267	0.1140585063
1268	0.1140546973
1269	0.1140392254
1270	0.1140260593
1271	0.1140021545
1272	0.1139767193
1273	0.11395269
1274	0.1139320182
1275	0.1139033873
1276	0.11389782
1277	0.113872368
1278	0.1138688627
1279	0.1138609902
1280	0.1138192987
1281	0.1137905367
1282	0.1137647074
1283	0.1137340961
1284	0.11371131
1285	0.1136750254
1286	0.1136578342
1287	0.1136530646
1288	0.1136432375
1289	0.1136352175
1290	0.1136176877
1291	0.1135813462
1292	0.1135508435
1293	0.1135450683
1294	0.1135259864
1295	0.1134775867
1296	0.1134609755
1297	0.1134522825
1298	0.1134360693
1299	0.1134315946
1300	0.1133938459
1301	0.1133907059
1302	0.113383945
1303	0.1133604848
1304	0.1133450227
1305	0.1133414891
1306	0.1133220047
1307	0.113302638
1308	0.1132699181
1309	0.1132628128
1310	0.1132546951
1311	0.113250904
1312	0.1132297572
1313	0.1132173177
1314	0.1131902582
1315	0.1131507905
1316	0.11313909
1317	0.113129078
1318	0.1131221872
1319	0.1131195131
1320	0.1131125306
1321	0.1130952162
1322	0.1130858201
1323	0.1130694137
1324	0.113059366
1325	0.1130514872
1326	0.1130207213
1327	0.1130006643
1328	0.112984745
1329	0.1129741845
1330	0.1129644826
1331	0.1129393962
1332	0.1129260369
1333	0.1129084033
1334	0.1128836956
1335	0.1128583748
1336	0.112846976
1337	0.1128186065
1338	0.1128149584
1339	0.1128123346
1340	0.1128113717
1341	0.1127650931
1342	0.1127555349
1343	0.1127193222
1344	0.1127150033
1345	0.1127105861
1346	0.1127048745
1347	0.1126875441
1348	0.1126662487
1349	0.1126613958
1350	0.112643945
1351	0.1126079648
1352	0.1126023759
1353	0.1125765575
1354	0.1125651274
1355	0.1125575782
1356	0.1125186829
1357	0.1124866632
1358	0.1124744515
1359	0.1124613917
1360	0.1124522274
1361	0.112450752
1362	0.1124414741
1363	0.112429476
1364	0.112406855
1365	0.112372095
1366	0.1123509149
1367	0.1123116872
1368	0.1123101359
1369	0.1122971781
1370	0.1122845813
1371	0.1122586757
1372	0.1122559943
1373	0.1122301935
1374	0.112210426
1375	0.1121694079
1376	0.112162743
1377	0.1121361252
1378	0.1121197641
1379	0.1121051895
1380	0.1120836293
1381	0.1120780597
1382	0.1120550554
1383	0.1120461893
1384	0.112017912
1385	0.1119937393
1386	0.1119733967
1387	0.1119578522
1388	0.1119456716
1389	0.1119385509
1390	0.1119157566
1391	0.111893191
1392	0.111880084
1393	0.1118620618
1394	0.1118571748
1395	0.1118311249
1396	0.1117987513
1397	0.1117935875
1398	0.1117729577
1399	0.1117631146
1400	0.1117570973
1401	0.1117547461
1402	0.1117321885
1403	0.1117013443
1404	0.1116909617
1405	0.1116590863
1406	0.1116413629
1407	0.1116324688
1408	0.1116065642
1409	0.1115929137
1410	0.1115877909
1411	0.1115329877
1412	0.1115241193
1413	0.111490911
1414	0.1114847383
1415	0.1114643718
1416	0.1114460361
1417	0.1114167738
1418	0.1114055346
1419	0.1113956172
1420	0.1113576694
1421	0.1113360347
1422	0.1113335402
1423	0.1113254704
1424	0.1112794749
1425	0.1112728946
1426	0.1112292157
1427	0.1112116772
1428	0.111207971
1429	0.1111995286
1430	0.11119261
1431	0.111188449
1432	0.1111581972
1433	0.1111485569
1434	0.1111381773
1435	0.1111229329
1436	0.1110970124
1437	0.1110758273
1438	0.1110613125
1439	0.1110400783
1440	0.1110336206
1441	0.1110159862
1442	0.1109971722
1443	0.1109813027
1444	0.1109765596
1445	0.1109506488
1446	0.1109391251
1447	0.1109325404
1448	0.1109109072
1449	0.1108790915
1450	0.1108716087
1451	0.1108463104
1452	0.1108253522
1453	0.1107832421
1454	0.1107605613
1455	0.1107337708
1456	0.110729361
1457	0.1107194417
1458	0.1107125161
1459	0.1106891562
1460	0.1106442221
1461	0.1106347645
1462	0.1106003934
1463	0.1105978684
1464	0.1105927215
1465	0.1105578506
1466	0.1105498359
1467	0.1105414905
1468	0.1105201534
1469	0.1104839305
1470	0.1104763336
1471	0.1104575796
1472	0.1104509351
1473	0.1104411526
1474	0.1104287589
1475	0.1104052152
1476	0.1104010482
1477	0.1103851811
1478	0.1103778997
1479	0.1103734072
1480	0.1103518392
1481	0.1103309755
1482	0.1103163192
1483	0.1102887512
1484	0.1102808662
1485	0.1102586206
1486	0.1102432254
1487	0.1102231897
1488	0.1102181191
1489	0.1101983059
1490	0.1101937043
1491	0.1101852811
1492	0.1101830256
1493	0.1101741732
1494	0.1101631358
1495	0.1101555407
1496	0.1101307333
1497	0.1101228657
1498	0.1101044717
1499	0.1101001781
